Symbol,Dividend,DividendPct,EPS,MarketCap,PE
DCIN,,,-0.74,31290000.0,
DCIX,0.6,14.6,-1.11,137260000.0,
DCM,0.58,3.7,1.56,65269999999.99999,10.07
DCO,,,1.66,330060000.0,18.62
DCOM,0.56,3.3,1.18,580590000.0,14.06
DCT,0.28,3.5,0.07,2290000000.0,118.64
DCTH,,,-0.5,30030000.0,
DCUA,3.88,7.1,0.43,31570000000.0,127.09
DCUB,3.8,6.9,0.43,31700000000.0,127.6
DD,1.8,2.9,5.12,57010000000.0,12.03
DDC,,,5.87,1160000000.0,2.32
DDD,,,0.43,5790000000.0,131.59
DDE,0.08,4.6,-0.01,50000000.0,
DDF,0.63,6.8,2.46,88070000.0,3.8
DDR,0.54,3.1,-0.1,5390000000.0,
DDS,0.24,0.3,7.69,3830000000.0,10.87
DE,2.04,2.4,8.71,31960000000.0,9.58
DECK,,,2.95,2350000000.0,23.11
DEG,1.35,2.1,2.38,6350000000.0,26.38
DEI,0.72,2.8,0.25,3590000000.0,99.49
DEL,0.4,0.6,2.06,859110000.0,32.56
DELL,0.32,2.3,0.77,24320000000.0,18.03
DENN,,,0.26,596810000.0,25.38
DEO,3.79,2.9,6.34,82080000000.0,20.67
DEPO,,,-0.18,424000000.0,
DEST,0.75,2.4,1.76,437210000.0,18.32
DF,,,5.39,1850000000.0,3.66
DFRG,,,0.62,428890000.0,28.86
DFS,0.8,1.6,4.46,24760000000.0,11.59
DFT,1.0,3.6,0.25,1750000000.0,106.61
DFZ,0.36,1.9,1.15,218430000.0,16.63
DG,,,3.0,19150000000.0,19.7
DGAS,0.76,3.4,1.05,154370000.0,21.48
DGI,,,-1.0,2320000000.0,
DGICA,0.51,3.2,0.89,409010000.0,18.01
DGICB,0.46,2.3,0.89,492290000.0,21.68
DGII,,,0.23,261750000.0,44.26
DGIT,,,-8.65,352850000.0,
DGLY,,,-0.08,19540000.0,
DGRE,,,14.0,,
DGRS,,,18.0,,
DGRW,,,16.0,,
DGX,1.2,2.0,3.28,8570000000.0,17.99
DHI,0.15,0.8,1.24,6350000000.0,15.91
DHIL,,,5.97,360880000.0,18.56
DHR,0.1,0.1,3.58,50310000000.0,20.17
DHRM,,,0.63,14780000.0,5.06
DHT,0.08,1.6,-6.72,76370000.0,
DHX,,,0.57,514270000.0,15.2
DIN,3.0,4.1,5.88,1370000000.0,12.15
DIOD,,,0.4,1090000000.0,58.67
DIS,0.75,1.1,3.3,123260000000.0,20.91
DISCA,,,2.6,30660000000.0,32.85
DISCB,,,2.6,29630000000.0,31.75
DISCK,,,2.6,28400000000.0,30.43
DISH,,,1.09,22220000000.0,44.85
DJCO,,,3.18,208340000.0,47.45
DK,0.6,2.3,4.69,1550000000.0,5.49
DKL,1.58,5.2,1.09,741270000.0,28.27
DKS,0.5,1.0,2.61,6630000000.0,20.24
DL,,,0.24,397820000.0,48.55
DLB,,,1.89,3580000000.0,18.64
DLHC,,,-0.06,14260000.0,
DLIA,,,-1.08,55520000.0,
DLLR,,,-0.02,481310000.0,
DLPH,0.68,1.2,3.31,17690000000.0,17.21
DLR,3.12,5.4,1.43,7480000000.0,40.71
DLTR,,,2.83,13210000000.0,20.93
DLX,1.0,2.1,3.58,2400000000.0,13.27
DM,,,-8.4,84580000.0,
DMD,,,0.11,440340000.0,47.55
DMLP,1.82,7.4,1.32,761660000.0,18.88
DMND,,,-7.48,546160000.0,
DMRC,0.44,2.0,0.49,151810000.0,45.28
DNB,1.6,1.5,6.75,4230000000.0000005,16.17
DNBF,0.28,1.4,1.41,54090000.0,14.16
DNDN,,,-2.22,429080000.0,
DNKN,0.76,1.6,1.29,5030000000.0,36.95
DNP,0.5,5.1,1.02,2680000000.0,9.65
DNR,,,1.1,7090000000.0,17.51
DNY,0.05,0.2,6.14,82470000.0,3.23
DO,0.5,0.8,4.4,8760000000.0,14.32
DOC,0.9,7.0,-0.14,153280000.0,
DOLE,,,-0.65,1210000000.0,
DOM,0.81,13.4,0.54,46780000.0,11.1
DOOR,,,-0.88,1370000000.0,
DORM,,,2.03,1780000000.0,24.16
DOV,1.5,1.6,5.53,15560000000.0,16.53
DOVR,,,0.18,25360000.0,25.82
DOW,1.28,3.3,2.33,46440000000.0,16.79
DOX,0.52,1.4,2.57,6180000000.0,14.94
DPM,2.84,5.7,2.45,3830000000.0,19.99
DPS,1.52,3.3,3.09,9560000000.0,15.37
DPZ,0.8,1.2,2.35,3770000000.0,28.74
DQ,,,-20.96,207930000.0,
DRAD,,,-0.31,60090000.0,
DRAM,,,-2.56,4260000.0,
DRC,,,2.71,4690000000.0,22.73
DRCO,,,-1.68,76090000.0,
DRD,0.2,3.8,-0.1,197550000.0,
DRE,0.68,4.0,0.09,5510000000.0,197.09
DRH,0.34,2.9,-0.09,2280000000.0,
DRI,2.2,4.3,2.82,6730000000.0,18.31
DRII,,,,1380000000.0,
DRIV,,,-6.5,614160000.0,
DRL,,,-5.66,118440000.0,
DRQ,,,3.52,4750000000.0,33.18
DRRX,,,-0.22,152020000.0,
DRTX,,,-3.63,249790000.0,
DRU,,,0.43,15100000000.0,60.79
DRWI,,,-1.53,72550000.0,
DRYS,,,-0.83,1100000000.0,
DSCI,,,-1.35,205270000.0,
DSCO,,,-0.98,125460000.0,
DSGX,,,0.24,785330000.0,52.17
DSKX,,,-0.34,25620000.0,
DSM,0.57,7.5,0.63,375970000.0,12.08
DSPG,,,-0.03,167140000.0,
DST,1.2,1.4,6.82,3600000000.0,12.43
DSU,0.3,7.4,0.59,439950000.0,6.92
DSW,1.0,1.2,3.18,3940000000.0,27.33
DSWL,0.2,7.7,-0.12,41220000.0,
DSX,,,0.11,944030000.0,109.43
DTE,2.62,3.8,3.55,12310000000.0,19.59
DTF,0.84,5.9,1.21,121330000.0,11.79
DTLK,,,0.44,233300000.0,23.58
DTSI,,,-1.24,381110000.0,
DTV,,,4.8,34640000000.0,13.14
DUC,0.47,4.6,0.22,282090000.0,47.72
DUK,3.12,4.3,2.83,51090000000.0,25.59
DUKH,,,2.83,15110000000.0,7.57
DV,0.34,0.9,1.05,2340000000.0,35.44
DVA,,,2.82,11950000000.0,19.93
DVAX,,,-0.42,247030000.0,
DVCR,0.22,4.1,-0.5,30210000.0,
DVD,0.05,2.2,0.11,84080000.0,21.09
DVN,0.88,1.4,-4.3,26000000000.0,
DVR,,,-0.59,199550000.0,
DW,,,1.67,1180000000.0,30.61
DWA,,,-0.36,2310000000.0,
DWCH,,,-0.29,188800000.0,
DWRE,,,-0.56,1550000000.0,
DWSN,,,1.79,238630000.0,16.94
DX,1.08,12.1,1.55,491600000.0,5.74
DXCM,,,-0.67,2180000000.0,
DXGE,,,,,
DXJS,,,12.0,,
DXLG,,,0.04,346990000.0,170.24
DXM,,,-15.5,116130000.0,
DXPE,,,3.55,1200000000.0,23.72
DXPS,,,12.0,,
DXYN,,,0.15,140430000.0,74.53
DY,,,1.04,1010000000.0,29.03
DYAX,,,-0.3,831760000.0,
DYN,,,8.55,1930000000.0,2.26
DYNT,,,-0.02,7380000.0,
DYSL,,,-0.8,15880000.0,
E,2.38,4.8,4.12,89320000000.0,11.97
EA,,,0.38,7610000000.0,66.04
EAB,,,,945710000.0,
EAC,,,1.37,189770000.0,14.16
EAGL,,,,398530000.0,
EAGLU,,,,410310000.0,
EARN,2.0,12.1,-1.32,149690000.0,
EAT,0.96,2.2,2.28,2920000000.0,19.19
EBAY,,,2.1,67280000000.0,24.75
EBF,0.7,3.8,1.21,481680000.0,15.18
EBIX,0.3,2.6,1.74,437370000.0,6.62
EBMT,0.29,2.7,0.5,40410000.0,21.5
EBR,0.69,12.9,-3.4,4540000000.0,
EBS,,,0.7,722120000.0,28.52
EBSB,,,0.62,490870000.0,36.87
EBTC,0.46,2.3,1.34,196490000.0,14.72
EC,2.81,5.8,4.0,99500000000.0,12.1
ECA,0.8,4.4,0.55,13550000000.0,33.21
ECHO,,,0.64,450460000.0,30.61
ECL,0.92,0.9,2.79,31120000000.0,37.06
ECOL,0.72,2.2,1.48,606810000.0,22.17
ECOM,,,-0.55,812950000.0,
ECPG,,,3.05,1260000000.0,16.36
ECT,1.91,19.2,1.95,178500000.0,5.21
ECTE,,,-3.3,29350000.0,
ECYT,,,-0.4,394020000.0,
ED,2.46,4.2,3.43,17110000000.0,17.03
EDAP,,,-0.41,53000000.0,
EDE,1.0,4.4,1.4,979640000.0,16.35
EDG,,,-1.18,227380000.0,
EDGW,,,0.15,69090000.0,42.25
EDMC,,,-2.15,1860000000.0,
EDN,,,3.06,224030000.0,1.81
EDR,0.44,4.7,0.11,1050000000.0,81.34
EDS,,,0.32,50240000.0,4.74
EDU,,,1.07,4120000000.0,24.82
EDUC,0.32,10.5,0.11,11790000.0,27.0
EE,1.06,3.0,2.33,1430000000.0,15.25
EEFT,,,1.27,2330000000.0,35.2
EEI,0.48,4.1,0.18,51800000.0,67.35
EEMA,,,11.0,,
EEME,,,9.0,,
EEML,,,15.0,,
EEP,2.17,7.0,0.49,9610000000.0,62.72
EFC,3.08,13.1,5.08,593740000.0,4.6
EFII,,,1.87,1660000000.0,18.21
EFR,0.96,6.1,1.42,581150000.0,11.15
EFSC,0.21,1.2,1.77,341620000.0,10.32
EFT,0.92,5.8,1.26,630520000.0,12.57
EFUT,,,-0.38,14710000.0,
EFX,0.88,1.3,2.65,8010000000.0,24.85
EGAN,,,0.03,324810000.0,458.93
EGBN,,,1.7,721340000.0,16.43
EGF,0.48,3.3,0.1,143440000.0,146.36
EGHT,,,0.11,800120000.0,99.68
EGL,,,-21.2,550780000.0,
EGLE,,,-3.79,87790000.0,
EGN,0.58,0.7,2.83,6030000000.0,29.51
EGO,0.1,1.4,0.26,5120000000.0,27.16
EGOV,,,0.54,1600000000.0,45.72
EGP,2.16,3.4,1.18,1950000000.0,54.31
EGRW,,,13.0,,
EGT,,,-0.08,45340000.0,
EGY,,,-0.08,325810000.0,
EHI,1.16,9.2,2.06,390650000.0,6.12
EHTH,,,0.29,801410000.0,148.87
EIG,0.24,0.8,3.75,958580000.0,8.24
EIHI,0.44,1.8,1.59,185270000.0,15.4
EIX,1.35,2.7,-0.53,16040000000.0,
EJ,0.15,1.6,-0.18,1230000000.0,
EL,0.72,1.0,2.58,27720000000.0,27.74
ELGX,,,-0.26,1110000000.0,
ELLI,,,0.65,809360000.0,47.05
ELN,,,4.45,8270000000.0,3.63
ELNK,0.2,3.9,-2.38,529409999.99999994,
ELON,,,-0.43,96430000.0,
ELOS,,,-0.11,343890000.0,
ELP,0.25,1.8,1.51,3900000000.0,9.44
ELRC,0.8,4.3,0.96,445850000.0,19.35
ELS,1.0,2.6,1.29,3200000000.0,29.73
ELSE,,,0.36,13580000.0,11.11
ELTK,,,0.04,8590000.0,30.95
ELX,,,-0.06,691030000.0,
ELY,0.04,0.5,-0.62,618240000.0,
EMC,0.4,1.7,1.26,49080000000.0,18.99
EMCB,,,,,
EMCF,0.8,3.3,1.74,43370000.0,14.13
EMCG,,,,,
EMCI,0.84,2.5,3.23,442940000.0,10.45
EMDI,,,13.0,,
EMDR,,,10.0,,58.0
EME,0.24,0.6,1.82,2520000000.0,20.6
EMEY,,,7.0,,
EMF,0.29,1.4,0.62,371850000.0,33.33
EMFN,,,10.0,,
EMIF,,,13.0,,
EMITF,,,-5.06,28620000.0,
EMKR,,,0.02,138090000.0,215.0
EML,0.44,2.6,1.07,145870000.0,15.28
EMMS,,,0.35,97360000.0,6.64
EMMSP,,,1.24,610060000.0,11.75
EMMT,,,13.0,,
EMN,1.2,1.5,4.87,11760000000.0,15.65
EMR,1.64,2.4,2.05,47960000000.0,32.81
ENB,1.22,2.9,0.8,35080000000.0,52.9
END,,,-1.49,297070000.0,
ENDP,,,-5.41,5160000000.0,
ENG,,,-0.88,28710000.0,
ENH,1.28,2.3,3.14,2470000000.0,17.76
ENI,0.4,2.4,1.3,16440000000.000002,12.88
ENL,0.59,1.5,2.2,14800000000.0,18.65
ENMD,,,-0.19,49990000.0,
ENOC,,,-1.12,465140000.0,
ENPH,,,-0.81,328230000.0,
ENR,2.0,2.0,6.63,6180000000.0,14.95
ENS,0.5,0.8,3.3,3150000000.0,20.03
ENSG,0.26,0.6,0.7,934390000.0,61.03
ENT,,,-0.54,549580000.0,
ENTA,,,-0.54,356070000.0,
ENTG,,,0.47,1420000000.0,21.74
ENTR,,,-0.47,389580000.0,
ENV,,,0.06,1240000000.0,640.69
ENVI,,,-0.65,83660000.0,
ENZ,,,-0.46,102130000.0,
ENZN,,,0.14,74210000.0,12.25
ENZY,,,0.43,396930000.0,44.34
EOC,1.42,3.1,1.8,12330000000.0,25.05
EOG,0.75,0.4,3.7,49690000000.0,49.34
EONC,,,0.09,3050000.0,11.78
EOPN,,,-0.57,603300000.0,
EOS,0.04,0.3,1.4,587110000.0,8.79
EPAM,,,1.18,1770000000.0,32.61
EPAX,0.24,7.0,-0.26,57740000.0,
EPAY,,,-0.41,1160000000.0,
EPB,2.6,6.3,2.59,8990000000.0,15.91
EPD,2.76,4.3,2.77,58150000000.0,23.02
EPIQ,0.36,2.6,0.59,508520000.0,23.79
EPL,,,3.05,1450000000.0,12.2
EPR,3.16,6.1,2.31,2440000000.0,22.38
EPZM,,,-2.06,1140000000.0,
EQIX,,,1.79,8369999999.999999,94.27
EQM,1.72,3.3,1.35,1830000000.0,39.07
EQR,1.6,2.9,5.88,19590000000.0,9.24
EQS,,,-0.31,19960000.0,
EQT,0.12,0.1,2.14,13180000000.0,40.88
EQU,0.2,4.1,1.53,172700000.0,3.15
EQY,0.88,3.6,0.28,2880000000.0,87.43
ERA,,,0.68,635700000.0,46.05
ERF,1.04,6.0,-0.9,3470000000.0,
ERIC,0.3,2.5,-0.04,39480000000.0,
ERIE,2.37,3.2,3.06,3920000000.0,24.29
ERII,,,-0.2,312830000.0,
ERJ,0.08,0.2,1.18,5980000000.0,27.81
EROC,0.88,12.1,-1.25,1150000000.0,
ERS,0.1,2.9,0.28,30040000.0,12.46
ERW,,,17.0,,
ESBF,0.4,2.9,0.86,236360000.0,15.94
ESBK,0.92,3.9,1.57,56200000.0,14.87
ESC,,,-2.63,936060000.0,
ESCA,0.36,4.1,-0.25,117490000.0,
ESE,0.32,0.9,0.9,949720000.0,39.82
ESEA,0.06,4.7,-0.36,56650000.0,
ESGR,,,8.95,2310000000.0,15.5
ESI,,,2.61,970980000.0,15.95
ESIO,0.32,2.6,-1.93,360790000.0,
ESL,,,3.34,2530000000.0,24.14
ESLT,1.2,2.2,4.46,2270000000.0,12.1
ESMC,,,0.35,9630000.0,3.67
ESPR,,,-4.58,5830000.0,
ESRT,,,,1320000000.0,
ESRX,,,2.22,49890000000.0,27.84
ESS,4.84,3.0,3.02,6180000000.0,53.92
ESSA,0.2,1.8,0.4,125500000.0,27.71
ESSX,,,-0.38,78890000.0,
ESV,2.0,3.5,5.46,13370000000.0,10.59
ESXB,,,0.24,81160000.0,15.85
ESYS,,,0.54,36560000.0,17.55
ETE,2.69,3.9,0.68,19110000000.0,100.4
ETFC,,,-0.55,4940000000.0,
ETH,0.4,1.4,1.07,793290000.0,25.64
ETM,,,0.66,345790000.0,14.1
ETN,1.68,2.3,3.44,33439999999.999996,20.51
ETP,3.62,6.7,1.55,20060000000.0,34.41
ETR,3.32,4.9,5.37,12140000000.0,12.67
ETRM,,,-0.56,80650000.0,
ETV,0.13,1.0,1.3,845430000.0,10.19
ETW,0.18,1.5,1.06,1260000000.0,11.22
ETY,0.34,3.2,1.41,1610000000.0,7.59
EUFN,,,12.0,,
EV,0.88,2.1,1.52,4990000000.0,28.03
EVAC,,,0.34,1140000000.0,29.68
EVAL,,,9.0,,
EVBS,,,0.31,66000000.0,20.06
EVC,,,0.22,592230000.0,30.5
EVEP,3.08,8.4,-1.72,1560000000.0,
EVER,0.12,0.8,1.05,1890000000.0,14.67
EVF,0.42,5.8,0.66,271140000.0,10.87
EVG,0.9,5.8,0.92,290840000.0,16.7
EVHC,,,0.25,5080000000.0,117.62
EVOK,,,-0.37,68330000.0,
EVOL,0.4,3.8,0.41,117020000.0,24.95
EVR,1.0,1.9,1.5,1650000000.0,35.03
EVRY,,,-3.48,195220000.0,
EVTC,0.4,1.7,0.2,1920000000.0,115.15
EW,,,3.42,8220000000.000001,21.41
EWBC,0.6,1.7,2.05,4690000000.0,16.67
EXA,,,-0.11,202600000.0,
EXAC,,,1.08,299970000.0,20.6
EXAM,,,-0.4,974980000.0,
EXAR,,,0.09,581670000.0,137.64
EXAS,,,-0.79,785810000.0,
EXC,1.24,4.4,1.36,24040000000.0,20.67
EXEL,,,-1.07,992390000.0,
EXFO,,,0.02,337940000.0,281.0
EXH,,,2.58,1830000000.0,11.12
EXK,,,0.25,480750000.0,19.67
EXL,0.68,5.5,-0.16,597810000.0,
EXLP,2.09,6.9,1.37,1490000000.0,21.94
EXLS,,,1.27,1010000000.0,24.4
EXP,0.4,0.5,1.52,3800000000.0,50.55
EXPD,0.6,1.3,1.65,9620000000.0,28.24
EXPE,0.6,1.2,1.04,6790000000.0,47.83
EXPO,0.6,0.8,2.72,1080000000.0,29.12
EXPR,,,1.53,1980000000.0,15.18
EXR,1.6,3.3,1.29,5400000000.0,37.55
EXTR,,,0.1,511780000.0,54.3
EXXI,0.48,1.5,1.86,2400000000.0,17.07
EZCH,,,0.47,751130000.0,55.82
EZPW,,,1.84,862340000.0,8.66
F,0.4,2.3,1.43,69220000000.0,12.33
FAC,,,0.18,67520000.0,9.17
FAF,0.48,1.9,2.08,2770000000.0,12.39
FALC,,,-0.33,63380000.0,
FANG,,,0.52,2260000000.0,102.73
FARM,,,-0.54,272520000.0,
FARO,,,1.15,719860000.0,36.59
FAST,1.0,2.0,1.51,14990000000.0,33.44
FATE,,,-1.42,123560000.0,
FB,,,0.22,122320000000.0,227.28
FBC,,,-0.14,920270000.0,
FBHS,0.4,0.9,1.07,7390000000.0,40.09
FBIZ,0.56,1.6,3.4,135620000.0,10.18
FBMI,0.24,1.2,1.4,158610000.0,14.05
FBMS,0.15,1.0,1.09,60120000.0,14.01
FBNC,0.32,2.1,-0.64,295180000.0,
FBNK,0.12,0.8,0.35,233840000.0,42.77
FBP,,,-0.8,1100000000.0,
FBR,,,-0.42,7110000000.0,
FBRC,,,8.89,312010000.0,3.02
FBSS,0.48,3.6,0.74,53470000.0,19.46
FC,,,0.55,310360000.0,34.64
FCAP,0.8,4.1,1.57,55870000.0,12.78
FCBC,0.48,2.7,1.45,350890000.0,12.04
FCCO,0.24,2.3,0.81,54810000.0,12.75
FCCY,,,0.91,62400000.0,11.43
FCEL,,,-0.21,269850000.0,
FCF,0.24,2.8,0.41,841820000.0,21.45
FCFS,,,2.92,1770000000.0,20.97
FCH,,,-1.58,851500000.0,
FCHI,,,9.0,,
FCLF,0.24,2.8,0.59,63180000.0,14.81
FCN,,,-0.4,1610000000.0,
FCNCA,1.2,0.6,16.21,2049999999.9999998,13.12
FCS,,,-0.08,1600000000.0,
FCTY,,,0.83,60720000.0,8.39
FCVA,,,0.23,48030000.0,17.0
FCX,1.25,3.3,2.74,38690000000.0,13.62
FCZA,0.16,2.4,0.77,50790000.0,8.56
FDEF,0.4,1.5,2.21,259459999.99999997,12.01
FDI,0.7,4.9,1.58,124870000.0,9.0
FDML,,,-0.18,3000000000.0,
FDO,1.04,1.5,3.83,7970000000.0,18.08
FDP,0.5,1.7,2.18,1670000000.0,13.83
FDS,1.4,1.3,4.45,4700000000.0,24.4
FDX,0.6,0.5,4.99,41960000000.0,26.55
FE,2.2,5.8,0.74,15820000000.0,51.18
FEFN,,,14.0,,
FEIC,0.48,0.5,2.79,3690000000.0,31.64
FEIM,,,0.42,94240000.0,26.36
FELE,0.31,0.8,1.63,1820000000.0,23.49
FENG,,,0.32,689070000.0,28.05
FES,,,-0.49,101150000.0,
FET,,,1.27,2670000000.0,23.06
FEYE,,,-1.66,4700000000.0,
FF,0.44,2.5,1.21,754880000.0,14.46
FFBC,0.6,3.8,1.04,903820000.0,15.15
FFBH,,,0.01,181570000.0,755.0
FFCO,0.24,1.2,0.98,48500000.0,20.34
FFG,0.6,1.3,3.74,1170000000.0,12.21
FFHL,,,-0.78,16070000.0,
FFIC,0.52,2.6,1.16,599910000.0,17.37
FFIN,1.04,1.7,2.39,2000000000.0,26.13
FFIV,,,3.5,6580000000.0,24.08
FFKT,,,1.47,146040000.0,13.27
FFKY,,,-1.26,23820000.0,
FFNM,0.08,1.7,-0.17,13380000.0,
FFNW,0.16,1.5,1.25,184010000.0,8.73
FGP,2.0,8.8,0.71,1800000000.0,32.28
FHCO,0.28,2.8,0.55,284550000.0,17.97
FHN,0.2,1.9,0.06,2560000000.0,171.75
FI,,,,4690000000.0,
FIBK,0.56,2.2,1.86,1120000000.0,13.61
FICO,0.08,0.1,2.29,2009999999.9999998,25.0
FIG,0.24,2.7,0.44,2069999999.9999998,19.8
FII,1.0,3.5,1.62,2820000000.0,17.3
FINL,0.28,1.1,1.32,1260000000.0,19.47
FIO,,,-0.73,1110000000.0,
FIS,0.88,1.9,1.6,13710000000.0,29.36
FISH,0.92,4.9,-0.3,332060000.0,
FISI,0.76,3.2,1.75,331780000.0,13.79
FISV,,,4.34,13880000000.0,24.6
FITB,0.48,2.5,2.01,17010000000.000002,9.57
FIVE,,,0.48,2630000000.0,102.53
FIX,0.22,1.2,0.55,686880000.0,33.77
FIZZ,,,1.01,871000000.0,18.61
FL,0.8,2.3,2.71,5130000000.0,12.76
FLDM,,,-0.63,662640000.0,
FLEX,,,0.31,5500000000.0,28.78
FLIC,1.04,2.6,2.29,369190000.0,17.71
FLIR,0.36,1.3,1.54,4000000000.0,18.26
FLL,,,0.1,51710000.0,28.75
FLML,,,-1.54,175870000.0,
FLO,0.45,1.8,1.1,5220000000.0,22.88
FLOW,,,0.04,195750000.0,105.26
FLR,0.64,0.8,2.83,12480000000.0,27.05
FLS,0.56,0.8,3.36,9730000000.0,20.79
FLT,,,3.03,8880000000.0,35.85
FLTX,,,0.52,1160000000.0,63.03
FLWS,,,0.19,365430000.0,30.32
FLXS,0.6,2.2,1.91,194240000.0,14.17
FLY,0.88,6.0,1.44,419070000.0,10.35
FMBI,0.16,1.0,0.98,1270000000.0,17.28
FMC,0.54,0.7,3.2,10030000000.0,22.99
FMD,,,-0.47,113880000.0,
FMER,0.64,2.8,1.15,3820000000.0,20.07
FMI,,,-2.54,820590000.0,
FMNB,0.12,1.9,0.48,117340000.0,13.05
FMS,0.36,1.1,1.66,20590000000.0,20.46
FMX,1.56,1.7,4.47,33610000000.0,21.01
FN,,,1.98,590860000.0,8.62
FNB,0.48,3.7,0.83,1880000000.0,15.65
FNF,0.72,2.6,2.03,6270000000.0,13.7
FNFG,0.32,2.9,0.7,3940000000.0,16.09
FNGN,0.2,0.3,0.46,2890000000.0,126.63
FNHC,0.12,1.2,0.82,86680000.0,12.66
FNLC,0.78,4.4,1.17,189730000.0,15.15
FNP,,,-0.49,3250000000.0,
FNRG,,,-0.22,93200000.0,
FNSR,,,0.29,2260000000.0,82.41
FNV,0.72,1.6,0.52,6710000000.0,87.74
FOE,,,-0.6,1060000000.0,
FOLD,,,-1.2,110180000.0,
FONE,,,17.0,,
FONR,,,1.35,68980000.0,8.33
FOR,,,0.39,802310000.0,59.51
FORD,,,-0.4,14200000.0,
FORM,,,-0.71,284710000.0,
FORR,0.6,1.6,0.65,763230000.0,58.12
FORTY,0.37,1.4,1.52,354190000.0,17.08
FOSL,,,6.13,7100000000.0,20.51
FOX,0.25,0.7,3.03,79960000000.0,11.43
FOXA,0.25,0.7,3.03,80440000000.0,11.5
FOXF,,,0.48,636270000.0,36.42
FPO,0.6,4.8,0.05,736990000.0,272.61
FPRX,,,-1.69,219100000.0,
FR,0.34,1.9,-0.03,1790000000.0,
FRAN,,,1.14,787890000.0,15.68
FRBK,,,0.03,82160000.0,121.54
FRC,0.48,0.9,3.13,6830000000.0,16.5
FRED,0.24,1.5,0.76,602440000.0,21.58
FREE,,,-36.9,2040000.0,
FRF,,,0.72,156380000.0,11.22
FRGI,,,0.68,954030000.0,61.49
FRM,,,0.24,422800000.0,47.08
FRME,0.2,1.0,1.39,566120000.0,14.13
FRNK,,,0.76,220990000.0,25.19
FRO,,,-2.63,175030000.0,
FRP,,,-6.14,246190000.0,
FRT,3.12,2.9,2.27,6950000000.0,46.63
FRX,,,-0.06,12580000000.0,
FSBK,,,-0.83,61430000.0,
FSBW,0.2,1.2,2.23,51720000.0,7.7
FSC,1.15,11.2,1.0,1240000000.0,10.28
FSCE,,,1.0,2920000000.0,24.19
FSCFL,,,1.0,2730000000.0,22.62
FSFG,0.4,1.8,1.9,48440000.0,11.47
FSGI,,,-0.81,131630000.0,
FSL,,,-0.49,4000000000.0,
FSLR,,,3.77,5030000000.0,13.64
FSM,,,0.1,521679999.99999994,41.6
FSRV,0.4,1.0,-0.58,1380000000.0,
FSS,,,1.71,879490000.0,8.24
FST,,,-6.74,575260000.0,
FSTR,0.12,0.2,2.64,498960000.0,18.34
FSYS,,,-0.99,370040000.0,
FTCS,,,,,
FTDDV,,,0.24,3070000000.0,140.64
FTEK,,,0.1,101350000.0,45.76
FTI,,,1.85,12340000000.0,28.01
FTK,,,0.94,1130000000.0,23.39
FTNT,,,0.32,3270000000.0,62.75
FTR,0.4,8.9,0.1,4490000000.0,44.9
FUBC,0.04,0.5,0.18,269160000.0,44.1
FUEL,,,-0.97,1910000000.0,
FUL,0.4,0.8,1.96,2390000000.0,24.47
FULT,0.32,2.6,0.81,2380000000.0,15.27
FUN,2.5,5.6,1.23,2510000000.0,36.46
FUNC,,,1.25,51360000.0,6.64
FUND,,,0.96,165770000.0,7.93
FUR,0.65,5.4,0.72,403760000.0,16.67
FURX,,,-2.42,426300000.0,
FVE,,,0.47,255840000.0,11.35
FWLT,,,1.42,2710000000.0,19.45
FWM,,,-8.66,1040000000.0,
FWRD,0.4,1.0,1.81,1260000000.0,22.96
FXCB,0.32,1.8,0.53,201360000.0,33.67
FXCM,0.24,1.4,0.83,628900000.0,19.89
FXEN,,,-0.39,186940000.0,
G,,,0.81,4630000000.0,24.85
GA,0.41,4.9,0.68,2170000000.0,13.4
GAB,0.05,0.7,1.57,1320000000.0,4.45
GABC,0.6,2.4,1.95,324000000.0,13.12
GAGA,,,0.55,158310000.0,6.5
GAI,,,-1.17,21430000.0,
GAIA,,,-0.1,134430000.0,
GALE,,,-0.39,184060000.0,
GALT,,,-1.3,181610000.0,
GAM,0.06,0.2,8.37,1040000000.0,4.23
GAME,,,0.64,1100000000.0,6.46
GAS,1.88,3.9,2.63,5680000000.0,18.21
GASS,,,1.15,339130000.0,10.41
GB,,,0.86,935910000.0,45.05
GBCI,0.6,2.2,1.24,2080000000.0,22.69
GBL,0.24,0.3,3.34,1880000000.0,21.98
GBLI,,,1.41,629850000.0,17.8
GBNK,0.1,0.7,0.62,290570000.0,22.45
GBX,,,-0.91,715370000.0,
GCA,,,0.36,540730000.0,22.97
GCAP,0.2,1.7,0.56,400500000.0,20.14
GCBC,0.7,2.7,1.5,109780000.0,17.43
GCI,0.8,2.9,1.71,6310000000.0,16.09
GCO,,,4.29,1650000000.0,16.07
GCOM,,,0.66,336310000.0,21.35
GCV,0.05,0.8,0.95,85770000.0,6.6
GD,2.24,2.5,-0.76,30620000000.0,
GDF,1.05,9.3,1.68,175940000.0,6.71
GDOT,,,1.06,732040000.0,18.81
GDP,,,-3.18,920770000.0,
GDV,0.07,0.3,4.49,1760000000.0,4.74
GE,0.76,2.9,1.33,264839999999.99997,19.62
GEF,1.68,3.1,2.95,2500000000.0,17.86
GEL,2.09,4.0,1.33,4210000000.0,38.12
GENC,,,0.43,86800000.0,21.21
GENE,,,-0.6,35850000.0,
GENT,,,0.29,562920000.0,127.05
